
day,entity,product,price_tier,anticipation_method,payment_method,installments,amount_transacted,quantity_transactions,quantity_of_merchants
2025-01-02,PJ,link,normal,D0/Nitro,credit,1,336810.27,895,789
2025-01-02,PJ,pos,normal,D0/Nitro,credit,1,1169380.9,17210,6721
2025-01-02,PJ,pos,domination,D1Anticipation,credit,1,1219668.7,8483,993
2025-01-02,PJ,pix,domination,Pix,uninformed,1,1254163.93,10459,905
2025-01-02,PF,tap,aggressive,D1Anticipation,credit,1,23035.5,9,6
2025-01-02,PF,pix,aggressive,Pix,uninformed,1,536,3,2
2025-01-02,PJ,tap,intermediary,D0/Nitro,debit,1,420.73,3,3
2025-01-02,PJ,tap,normal,D0/Nitro,credit,1,903056.26,3797,2898
2025-01-02,PJ,tap,intermediary,D1Anticipation,credit,1,220718.73,117,69
2025-01-02,PF,tap,normal,D0/Nitro,debit,1,2477907.86,37340,22277
2025-01-02,PJ,pos,normal,D1Anticipation,debit,1,9250673.78,234775,54761
2025-01-02,PJ,pos,aggressive,D1Anticipation,credit,2,647202.74,2262,1751
2025-01-02,PF,pos,normal,D1Anticipation,credit,2,21111.38,51,47
2025-01-02,PJ,pos,domination,D0/Nitro,credit,2,2117.5,9,8
2025-01-02,PJ,pos,normal,D0/Nitro,credit,2,265737.97,742,680
2025-01-02,PF,tap,intermediary,D1Anticipation,credit,2,380.44,2,2
2025-01-02,PF,tap,aggressive,D0/Nitro,credit,2,1202.84,2,2
2025-01-02,PJ,tap,aggressive,D1Anticipation,credit,2,27852.5,41,37
2025-01-02,PJ,link,aggressive,D1Anticipation,credit,2,90623,171,147
2025-01-02,PJ,tap,intermediary,D0/Nitro,credit,2,1779.98,6,1
2025-01-02,PJ,tap,normal,D0/Nitro,credit,2,200936.04,426,401
2025-01-02,PJ,link,domination,D0/Nitro,credit,2,7387.63,4,4
2025-01-02,PF,pos,normal,D0/Nitro,credit,2,1803.24,7,7
2025-01-02,PF,link,intermediary,D1Anticipation,credit,2,4365.89,1,1
2025-01-02,PF,tap,normal,D0/Nitro,credit,2,1345069.25,4101,3739
2025-01-02,PJ,link,normal,D0/Nitro,credit,2,158297.03,392,381
2025-01-02,PJ,link,intermediary,D1Anticipation,credit,2,49704.35,68,58
2025-01-02,PJ,pos,normal,D1Anticipation,credit,2,2348140.92,7884,7017
2025-01-02,PJ,tap,aggressive,D0/Nitro,credit,2,12936.24,9,8
2025-01-02,PJ,link,intermediary,D0/Nitro,credit,2,6291.29,10,7
2025-01-02,PJ,pos,aggressive,D0/Nitro,credit,2,39744.6,78,58
2025-01-02,PJ,pos,intermediary,D0/Nitro,credit,2,10169.7,41,29
2025-01-02,PJ,tap,normal,D1Anticipation,credit,2,471486.74,761,726
2025-01-02,PF,tap,normal,D1Anticipation,credit,2,1240999.22,2349,2249
2025-01-02,PJ,link,normal,D1Anticipation,credit,2,552809.41,1379,1284
2025-01-02,PF,tap,aggressive,D1Anticipation,credit,2,11344.27,4,4
2025-01-02,PJ,tap,intermediary,D1Anticipation,credit,2,32403.71,16,14
2025-01-02,PF,link,aggressive,D1Anticipation,credit,2,265.34,1,1
2025-01-02,PJ,link,aggressive,D0/Nitro,credit,2,10477.59,13,13
2025-01-02,PF,tap,intermediary,D0/Nitro,credit,2,100,1,1
2025-01-02,PF,link,normal,D0/Nitro,credit,2,460656.83,1461,1421
2025-01-02,PJ,link,domination,D1Anticipation,credit,2,15566.31,36,28
2025-01-02,PJ,pos,domination,D1Anticipation,credit,2,255922.87,756,448
2025-01-02,PJ,tap,domination,D1Anticipation,credit,2,5270.19,5,4
2025-01-02,PF,link,normal,D1Anticipation,credit,2,425491.49,1227,1182
2025-01-02,PJ,pos,intermediary,D1Anticipation,credit,2,455216.07,1456,977
2025-01-02,PF,link,normal,D0/Nitro,credit,3,492012.33,966,940
2025-01-02,PF,link,normal,D1Anticipation,credit,3,661961.28,1247,1184
2025-01-02,PF,link,aggressive,D1Anticipation,credit,3,861.67,2,2
2025-01-02,PJ,link,intermediary,D0/Nitro,credit,3,21557.87,10,10
2025-01-02,PF,tap,normal,D0/Nitro,credit,3,1128893.15,2277,2135
2025-01-02,PJ,tap,aggressive,D1Anticipation,credit,3,40714.25,47,41
2025-01-02,PF,tap,intermediary,D1Anticipation,credit,3,5100,2,1
2025-01-02,PJ,link,domination,D0/Nitro,credit,3,1724.54,4,3
2025-01-02,PJ,link,aggressive,D0/Nitro,credit,3,11311.83,16,11
2025-01-02,PF,tap,aggressive,D1Anticipation,credit,3,2637.13,1,1
2025-01-02,PJ,pos,normal,D1Anticipation,credit,3,2619597.42,4980,4559
2025-01-02,PJ,link,intermediary,D1Anticipation,credit,3,109975.78,109,83
2025-01-02,PJ,pos,aggressive,D1Anticipation,credit,3,796123.16,1523,1248
2025-01-02,PJ,tap,normal,D1Anticipation,credit,3,572545.7,627,584
2025-01-02,PJ,link,aggressive,D1Anticipation,credit,3,208362.62,231,191
2025-01-02,PJ,pos,intermediary,D0/Nitro,credit,3,19733.28,22,15
2025-01-02,PF,link,aggressive,D0/Nitro,credit,3,227.25,1,1
2025-01-02,PJ,tap,intermediary,D0/Nitro,credit,3,3435.46,2,2
2025-01-02,PJ,link,normal,D1Anticipation,credit,3,1027782.32,1462,1345
2025-01-02,PJ,tap,aggressive,D0/Nitro,credit,3,8908.55,5,5
2025-01-02,PJ,link,domination,D1Anticipation,credit,3,76853.28,70,40
2025-01-02,PJ,tap,domination,D1Anticipation,credit,3,249,1,1
2025-01-02,PF,pos,normal,D0/Nitro,credit,3,5336.88,6,6
2025-01-02,PJ,pos,aggressive,D0/Nitro,credit,3,16159.08,36,30
2025-01-02,PJ,pos,domination,D1Anticipation,credit,3,368625.16,640,395
2025-01-02,PF,tap,normal,D1Anticipation,credit,3,1516187.64,2043,1955
2025-01-02,PJ,tap,intermediary,D1Anticipation,credit,3,30327.36,20,20
2025-01-02,PF,link,intermediary,D1Anticipation,credit,3,600,1,1
2025-01-02,PF,pos,normal,D1Anticipation,credit,3,18023.75,36,35
2025-01-02,PJ,pos,intermediary,D1Anticipation,credit,3,504008.28,975,703
2025-01-02,PJ,pos,domination,D0/Nitro,credit,3,1002.08,4,4
2025-01-02,PJ,link,normal,D0/Nitro,credit,3,187710.13,296,286
2025-01-02,PJ,pos,normal,D0/Nitro,credit,3,230613.13,416,381
2025-01-02,PJ,tap,normal,D0/Nitro,credit,3,186289.01,293,279
2025-01-02,PJ,tap,intermediary,D1Anticipation,credit,4,7723.08,5,5
2025-01-02,PJ,pos,normal,D1Anticipation,credit,4,1765409.26,2113,1986
2025-01-02,PJ,link,intermediary,D1Anticipation,credit,4,89961.24,55,45
2025-01-02,PJ,pos,aggressive,D0/Nitro,credit,4,18503.96,14,13
2025-01-02,PF,link,intermediary,D1Anticipation,credit,4,225.5,1,1
2025-01-02,PJ,link,normal,D0/Nitro,credit,4,180252,178,172
2025-01-02,PJ,link,domination,D0/Nitro,credit,4,16182.5,3,2
2025-01-02,PJ,pos,aggressive,D1Anticipation,credit,4,657557.83,628,575
2025-01-02,PJ,pos,normal,D0/Nitro,credit,4,132864.36,167,161
2025-01-02,PJ,tap,normal,D0/Nitro,credit,4,138174.17,145,139
2025-01-02,PJ,tap,intermediary,D0/Nitro,credit,4,1100,1,1
2025-01-02,PJ,pos,intermediary,D0/Nitro,credit,4,2638.42,5,5
2025-01-02,PF,link,normal,D0/Nitro,credit,4,390357.7,549,537
2025-01-02,PJ,link,aggressive,D1Anticipation,credit,4,98462.96,91,87
2025-01-02,PJ,pos,intermediary,D1Anticipation,credit,4,334803.71,395,336
2025-01-02,PJ,link,intermediary,D0/Nitro,credit,4,10529,6,6
2025-01-02,PF,pos,normal,D1Anticipation,credit,4,14976.54,13,13
2025-01-02,PJ,tap,domination,D1Anticipation,credit,4,43220,5,4
2025-01-02,PF,pos,normal,D0/Nitro,credit,4,2177.8,3,3
2025-01-02,PJ,link,domination,D1Anticipation,credit,4,64899.51,33,21
2025-01-02,PF,link,aggressive,D1Anticipation,credit,4,2000,1,1
2025-01-02,PF,tap,intermediary,D1Anticipation,credit,4,259.6,1,1
2025-01-02,PF,tap,aggressive,D1Anticipation,credit,4,11258.04,2,2
2025-01-02,PF,tap,normal,D0/Nitro,credit,4,984332.57,1439,1363
2025-01-02,PJ,link,normal,D1Anticipation,credit,4,683259.72,682,647
2025-01-02,PF,tap,normal,D1Anticipation,credit,4,1472542.76,1538,1484
2025-01-02,PJ,pos,domination,D1Anticipation,credit,4,369566.17,261,208
2025-01-02,PJ,tap,aggressive,D1Anticipation,credit,4,70794.6,34,31
2025-01-02,PJ,link,aggressive,D0/Nitro,credit,4,12839.16,10,9
2025-01-02,PJ,tap,normal,D1Anticipation,credit,4,597096.21,421,409
2025-01-02,PF,link,normal,D1Anticipation,credit,4,420729.92,544,533
2025-01-02,PJ,tap,aggressive,D0/Nitro,credit,4,3158.07,2,2
2025-01-02,PF,tap,normal,D0/Nitro,credit,5,875273.08,996,957
2025-01-02,PJ,link,aggressive,D0/Nitro,credit,5,1705.9,2,2
2025-01-02,PJ,pos,intermediary,D1Anticipation,credit,5,235302.26,256,220
2025-01-02,PJ,pos,domination,D0/Nitro,credit,5,978,1,1
2025-01-02,PJ,link,normal,D0/Nitro,credit,5,130406.05,125,124
2025-01-02,PJ,pos,normal,D0/Nitro,credit,5,121556.11,115,108
2025-01-02,PJ,pos,intermediary,D0/Nitro,credit,5,2407.69,3,3
2025-01-02,PJ,tap,intermediary,D1Anticipation,credit,5,23617.29,15,14
2025-01-02,PF,link,normal,D0/Nitro,credit,5,293602.3,370,363
2025-01-02,PJ,tap,aggressive,D1Anticipation,credit,5,36548.97,26,22
2025-01-02,PJ,link,domination,D1Anticipation,credit,5,56345.92,33,23
2025-01-02,PJ,pos,normal,D1Anticipation,credit,5,1621466.09,1424,1321
2025-01-02,PF,tap,aggressive,D1Anticipation,credit,5,1915.92,1,1
2025-01-02,PF,pos,intermediary,D1Anticipation,credit,5,2840,2,1
2025-01-02,PJ,link,normal,D1Anticipation,credit,5,491690.77,436,412
2025-01-02,PJ,pos,aggressive,D0/Nitro,credit,5,6781.06,8,8
2025-01-02,PF,link,normal,D1Anticipation,credit,5,385835.8,407,394
2025-01-02,PJ,pos,aggressive,D1Anticipation,credit,5,421284.85,402,364
2025-01-02,PJ,tap,aggressive,D0/Nitro,credit,5,9219.82,2,2
2025-01-02,PF,pos,normal,D0/Nitro,credit,5,5401.84,3,3
2025-01-02,PJ,tap,domination,D1Anticipation,credit,5,7122.5,3,3
2025-01-02,PF,tap,normal,D1Anticipation,credit,5,1433827.76,1279,1227
2025-01-02,PJ,link,intermediary,D0/Nitro,credit,5,2695.95,3,3
2025-01-02,PJ,pos,domination,D1Anticipation,credit,5,151078.85,158,130
2025-01-02,PF,pos,normal,D1Anticipation,credit,5,12947.1,14,14
2025-01-02,PJ,tap,normal,D0/Nitro,credit,5,155556.4,122,117
2025-01-02,PJ,link,intermediary,D1Anticipation,credit,5,46192.31,46,32
2025-01-02,PJ,tap,normal,D1Anticipation,credit,5,398179.14,290,272
2025-01-02,PJ,link,aggressive,D1Anticipation,credit,5,127725.17,81,70
2025-01-02,PF,tap,normal,D1Anticipation,credit,6,1264445.11,906,877
2025-01-02,PJ,tap,normal,D0/Nitro,credit,6,102936.13,80,76
2025-01-02,PJ,link,aggressive,D1Anticipation,credit,6,128542.72,67,61
2025-01-02,PJ,pos,intermediary,D1Anticipation,credit,6,279601.67,276,233
2025-01-02,PF,tap,aggressive,D1Anticipation,credit,6,14000,1,1
2025-01-02,PJ,pos,normal,D0/Nitro,credit,6,107437.74,83,81
2025-01-02,PJ,link,domination,D0/Nitro,credit,6,450,1,1
2025-01-02,PJ,pos,domination,D0/Nitro,credit,6,2400,2,2
2025-01-02,PJ,pos,normal,D1Anticipation,credit,6,1471928.35,1217,1119
2025-01-02,PJ,link,intermediary,D1Anticipation,credit,6,76920.6,56,43
2025-01-02,PJ,pos,aggressive,D0/Nitro,credit,6,13230.16,11,10
2025-01-02,PJ,link,normal,D0/Nitro,credit,6,107522.4,91,86
2025-01-02,PF,link,normal,D1Anticipation,credit,6,454515.44,396,383
2025-01-02,PJ,pos,aggressive,D1Anticipation,credit,6,472993.58,390,351
2025-01-02,PF,link,normal,D0/Nitro,credit,6,281729.25,250,248
2025-01-02,PJ,tap,aggressive,D0/Nitro,credit,6,900,1,1
2025-01-02,PJ,tap,domination,D1Anticipation,credit,6,148328.64,7,6
2025-01-02,PJ,pos,domination,D1Anticipation,credit,6,317220.86,253,157
2025-01-02,PJ,link,normal,D1Anticipation,credit,6,676963.04,461,438
2025-01-02,PJ,tap,aggressive,D1Anticipation,credit,6,59320.2,24,22
2025-01-02,PJ,link,intermediary,D0/Nitro,credit,6,4989.58,3,3
2025-01-02,PF,tap,normal,D0/Nitro,credit,6,669057.23,643,618
2025-01-02,PJ,link,domination,D1Anticipation,credit,6,107956.05,51,27
2025-01-02,PF,pos,normal,D1Anticipation,credit,6,14758.97,7,7
2025-01-02,PJ,tap,intermediary,D1Anticipation,credit,6,41589.56,13,12
2025-01-02,PJ,link,aggressive,D0/Nitro,credit,6,26777.11,8,7
2025-01-02,PJ,tap,normal,D1Anticipation,credit,6,593707.1,289,278
2025-01-02,PJ,pos,intermediary,D0/Nitro,credit,6,4678.8,5,4
2025-01-02,PF,pos,normal,D0/Nitro,credit,6,300,1,1
2025-01-02,PJ,pos,intermediary,D1Anticipation,credit,7,44609.57,32,30
2025-01-02,PF,link,normal,D1Anticipation,credit,7,68835.29,58,58
2025-01-02,PJ,tap,domination,D1Anticipation,credit,7,70000,1,1
2025-01-02,PJ,link,aggressive,D1Anticipation,credit,7,15329.74,9,6
2025-01-02,PJ,pos,aggressive,D0/Nitro,credit,7,274.8,1,1
2025-01-02,PF,pos,normal,D0/Nitro,credit,7,473.32,1,1
2025-01-02,PF,link,normal,D0/Nitro,credit,7,86332.21,83,82
2025-01-02,PJ,link,normal,D1Anticipation,credit,7,79760.07,57,56
2025-01-02,PJ,pos,normal,D1Anticipation,credit,7,335119.18,185,177
2025-01-02,PF,pos,normal,D1Anticipation,credit,7,6546.96,2,2
2025-01-02,PJ,link,normal,D0/Nitro,credit,7,19608.13,16,16
2025-01-02,PJ,tap,normal,D1Anticipation,credit,7,168008.03,61,61
2025-01-02,PJ,link,intermediary,D1Anticipation,credit,7,9624.23,7,5
2025-01-02,PF,tap,normal,D1Anticipation,credit,7,492105.73,361,353
2025-01-02,PJ,tap,normal,D0/Nitro,credit,7,17203.03,17,16
2025-01-02,PJ,pos,aggressive,D1Anticipation,credit,7,94530.37,56,54
2025-01-02,PJ,link,domination,D1Anticipation,credit,7,1380.5,1,1
2025-01-02,PJ,tap,intermediary,D1Anticipation,credit,7,10357.16,5,4
2025-01-02,PJ,pos,normal,D0/Nitro,credit,7,18577.63,13,11
2025-01-02,PJ,pos,domination,D1Anticipation,credit,7,38436.94,27,24
2025-01-02,PJ,link,intermediary,D0/Nitro,credit,7,757.31,1,1
2025-01-02,PF,tap,normal,D0/Nitro,credit,7,272197.15,242,234
2025-01-02,PF,pos,intermediary,D1Anticipation,credit,7,826.84,1,1
2025-01-02,PJ,tap,aggressive,D1Anticipation,credit,7,9335.57,5,3
2025-01-02,PJ,link,aggressive,D0/Nitro,credit,7,5289,4,1
2025-01-02,PF,tap,normal,D0/Nitro,credit,8,380164.12,300,286
2025-01-02,PF,link,normal,D1Anticipation,credit,8,90238.53,77,76
2025-01-02,PJ,link,domination,D0/Nitro,credit,8,993.81,1,1
2025-01-02,PJ,tap,aggressive,D1Anticipation,credit,8,13380.2,6,6
2025-01-02,PF,pos,normal,D0/Nitro,credit,8,350,1,1
2025-01-02,PF,link,normal,D0/Nitro,credit,8,123680.96,106,106
2025-01-02,PJ,link,normal,D1Anticipation,credit,8,140468.9,85,81
2025-01-02,PJ,pos,intermediary,D0/Nitro,credit,8,2615,2,2
2025-01-02,PJ,link,aggressive,D0/Nitro,credit,8,3000,1,1
2025-01-02,PJ,link,aggressive,D1Anticipation,credit,8,4430.59,4,4
2025-01-02,PJ,link,domination,D1Anticipation,credit,8,3451,2,2
2025-01-02,PJ,pos,aggressive,D0/Nitro,credit,8,8580,3,3
2025-01-02,PF,pos,normal,D1Anticipation,credit,8,3246.11,3,3
2025-01-02,PJ,tap,intermediary,D1Anticipation,credit,8,75963.97,7,4
2025-01-02,PJ,link,normal,D0/Nitro,credit,8,53125.8,35,33
2025-01-02,PJ,pos,domination,D0/Nitro,credit,8,2335,1,1
2025-01-02,PJ,tap,domination,D1Anticipation,credit,8,20651.54,2,2
2025-01-02,PJ,tap,normal,D0/Nitro,credit,8,57695.32,29,27
2025-01-02,PJ,pos,aggressive,D1Anticipation,credit,8,146098.94,89,83
2025-01-02,PJ,pos,normal,D0/Nitro,credit,8,38270.59,24,24
2025-01-02,PF,tap,normal,D1Anticipation,credit,8,860769.53,510,488
2025-01-02,PJ,pos,normal,D1Anticipation,credit,8,697982.52,402,375
2025-01-02,PF,tap,aggressive,D1Anticipation,credit,8,13750,2,2
2025-01-02,PJ,tap,aggressive,D0/Nitro,credit,8,6950,2,1
2025-01-02,PJ,pos,intermediary,D1Anticipation,credit,8,106946.22,70,56
2025-01-02,PJ,pos,domination,D1Anticipation,credit,8,105162.38,41,36
2025-01-02,PJ,link,intermediary,D1Anticipation,credit,8,24347.58,5,5
2025-01-02,PJ,tap,normal,D1Anticipation,credit,8,312737.18,117,112
2025-01-02,PJ,pos,normal,D1Anticipation,credit,9,174255.25,70,67
2025-01-02,PJ,tap,aggressive,D1Anticipation,credit,9,10131.57,4,4
2025-01-02,PJ,link,intermediary,D1Anticipation,credit,9,6044.63,2,2
2025-01-02,PJ,pos,intermediary,D0/Nitro,credit,9,180,1,1
2025-01-02,PJ,pos,aggressive,D1Anticipation,credit,9,31477.3,15,14
2025-01-02,PJ,pos,domination,D1Anticipation,credit,9,33748.8,6,4
2025-01-02,PF,pos,normal,D1Anticipation,credit,9,1997.67,2,2
2025-01-02,PJ,link,normal,D0/Nitro,credit,9,10879.23,7,7
2025-01-02,PF,tap,normal,D1Anticipation,credit,9,261345.5,163,155
2025-01-02,PJ,link,normal,D1Anticipation,credit,9,16985.89,9,9
2025-01-02,PJ,pos,normal,D0/Nitro,credit,9,14155.12,7,7
2025-01-02,PJ,tap,normal,D0/Nitro,credit,9,11261.81,7,7
2025-01-02,PF,link,normal,D1Anticipation,credit,9,22548.6,15,15
2025-01-02,PF,tap,normal,D0/Nitro,credit,9,86287.56,77,75
2025-01-02,PJ,pos,intermediary,D1Anticipation,credit,9,5605.98,6,6
2025-01-02,PJ,tap,normal,D1Anticipation,credit,9,94738.18,27,26
2025-01-02,PJ,tap,intermediary,D1Anticipation,credit,9,840,1,1
2025-01-02,PF,link,normal,D0/Nitro,credit,9,54383.93,39,39
2025-01-02,PJ,link,aggressive,D1Anticipation,credit,9,8762.69,3,3
2025-01-02,PJ,link,domination,D1Anticipation,credit,9,900,1,1
2025-01-02,PJ,tap,aggressive,D1Anticipation,credit,10,306852.98,57,54
2025-01-02,PF,tap,aggressive,D1Anticipation,credit,10,24943.58,3,3
2025-01-02,PJ,pos,domination,D0/Nitro,credit,10,1077,1,1
2025-01-02,PJ,pos,normal,D0/Nitro,credit,10,210981.68,111,98
2025-01-02,PJ,pos,domination,D1Anticipation,credit,10,660176.68,273,190
2025-01-02,PJ,tap,intermediary,D1Anticipation,credit,10,187910.38,24,17
2025-01-02,PF,tap,normal,D1Anticipation,credit,10,3948504.79,2135,1984
2025-01-02,PJ,tap,normal,D0/Nitro,credit,10,208673.7,119,110
2025-01-02,PJ,tap,domination,D1Anticipation,credit,10,126935.26,13,10
2025-01-02,PJ,link,normal,D0/Nitro,credit,10,215818.84,122,119
2025-01-02,PJ,tap,aggressive,D0/Nitro,credit,10,11866.42,5,3
2025-01-02,PJ,link,intermediary,D1Anticipation,credit,10,189755.54,34,32
2025-01-02,PJ,link,domination,D0/Nitro,credit,10,7009.56,3,3
2025-01-02,PJ,link,normal,D1Anticipation,credit,10,755419.96,312,297
2025-01-02,PF,link,normal,D0/Nitro,credit,10,460043.96,322,317
2025-01-02,PF,pos,normal,D1Anticipation,credit,10,15062.08,10,9
2025-01-02,PJ,link,aggressive,D0/Nitro,credit,10,15415.22,6,6
2025-01-02,PF,link,normal,D1Anticipation,credit,10,393998.45,243,236
2025-01-02,PJ,link,domination,D1Anticipation,credit,10,43160.85,19,18
2025-01-02,PJ,pos,intermediary,D0/Nitro,credit,10,11311.89,6,5
2025-01-02,PJ,tap,normal,D1Anticipation,credit,10,1902095.41,622,566
2025-01-02,PF,tap,normal,D0/Nitro,credit,10,1399200.08,944,879
2025-01-02,PF,pos,normal,D0/Nitro,credit,10,4615.26,5,5
2025-01-02,PF,tap,intermediary,D1Anticipation,credit,10,10927.77,1,1
2025-01-02,PJ,pos,intermediary,D1Anticipation,credit,10,667590.12,360,263
2025-01-02,PF,link,aggressive,D1Anticipation,credit,10,3000,1,1
2025-01-02,PJ,pos,normal,D1Anticipation,credit,10,4393986.84,1682,1490
2025-01-02,PJ,link,aggressive,D1Anticipation,credit,10,173265.44,45,43
2025-01-02,PF,tap,aggressive,D0/Nitro,credit,10,4580,1,1
2025-01-02,PJ,pos,aggressive,D0/Nitro,credit,10,13453,4,4
2025-01-02,PJ,pos,aggressive,D1Anticipation,credit,10,1360998.71,516,424
2025-01-02,PJ,link,intermediary,D0/Nitro,credit,10,15042.46,7,7
2025-01-02,PF,tap,normal,D1Anticipation,credit,11,121816.65,59,55
2025-01-02,PF,tap,normal,D0/Nitro,credit,11,22422.61,25,23
2025-01-02,PJ,tap,aggressive,D1Anticipation,credit,11,41924.11,3,3
2025-01-02,PJ,tap,normal,D1Anticipation,credit,11,29465.26,13,13
2025-01-02,PJ,link,normal,D1Anticipation,credit,11,24566.28,7,7
2025-01-02,PJ,pos,aggressive,D1Anticipation,credit,11,5052.84,3,3
2025-01-02,PJ,pos,normal,D0/Nitro,credit,11,1347.88,1,1
2025-01-02,PJ,pos,normal,D1Anticipation,credit,11,129432.28,31,28
2025-01-02,PJ,link,domination,D0/Nitro,credit,11,2190,1,1
2025-01-02,PJ,link,aggressive,D1Anticipation,credit,11,2662.56,2,2
2025-01-02,PF,link,normal,D0/Nitro,credit,11,17022.15,10,10
2025-01-02,PJ,link,normal,D0/Nitro,credit,11,1996.09,2,2
2025-01-02,PJ,pos,intermediary,D1Anticipation,credit,11,33934.01,5,4
2025-01-02,PF,link,normal,D1Anticipation,credit,11,11253.44,10,10
2025-01-02,PJ,tap,normal,D1Anticipation,credit,12,1962713.97,371,311
2025-01-02,PF,pos,normal,D1Anticipation,credit,12,7196.35,3,3
2025-01-02,PJ,link,intermediary,D0/Nitro,credit,12,5271.42,2,2
2025-01-02,PJ,pos,normal,D0/Nitro,credit,12,144607.37,51,46
2025-01-02,PJ,pos,aggressive,D1Anticipation,credit,12,810451.02,192,153
2025-01-02,PJ,pos,aggressive,D0/Nitro,credit,12,20992.11,13,4
2025-01-02,PJ,tap,intermediary,D1Anticipation,credit,12,109014.31,19,14
2025-01-02,PJ,tap,domination,D1Anticipation,credit,12,42366.28,5,4
2025-01-02,PF,tap,aggressive,D0/Nitro,credit,12,12822.74,5,3
2025-01-02,PJ,link,domination,D0/Nitro,credit,12,6140,2,1
2025-01-02,PJ,link,aggressive,D0/Nitro,credit,12,12209.29,7,6
2025-01-02,PJ,pos,intermediary,D1Anticipation,credit,12,805394.86,141,117
2025-01-02,PJ,pos,domination,D1Anticipation,credit,12,799362.14,190,120
2025-01-02,PF,pos,normal,D0/Nitro,credit,12,2500,1,1
2025-01-02,PF,tap,aggressive,D1Anticipation,credit,12,36096.37,5,4
2025-01-02,PJ,link,normal,D1Anticipation,credit,12,490997.52,226,206
2025-01-02,PF,tap,normal,D0/Nitro,credit,12,1136974.91,753,677
2025-01-02,PJ,link,intermediary,D1Anticipation,credit,12,30649.85,20,16
2025-01-02,PJ,pos,intermediary,D0/Nitro,credit,12,6400,2,2
2025-01-02,PJ,link,normal,D0/Nitro,credit,12,158823.38,85,81
2025-01-02,PJ,link,aggressive,D1Anticipation,credit,12,108408.15,47,40
2025-01-02,PJ,tap,aggressive,D0/Nitro,credit,12,1847.07,1,1
2025-01-02,PJ,tap,aggressive,D1Anticipation,credit,12,183661.68,38,29
2025-01-02,PJ,link,domination,D1Anticipation,credit,12,59636.69,29,11
2025-01-02,PJ,tap,normal,D0/Nitro,credit,12,124590.86,66,59
2025-01-02,PF,tap,normal,D1Anticipation,credit,12,2980702.94,1318,1217
2025-01-02,PF,link,normal,D1Anticipation,credit,12,437485.39,241,233
2025-01-02,PJ,pos,normal,D1Anticipation,credit,12,3592385.63,799,655
2025-01-02,PF,link,normal,D0/Nitro,credit,12,462489.35,353,334
2025-01-02,PF,link,aggressive,D0/Nitro,credit,12,1785.5,1,1
2025-01-03,PJ,pos,domination,D1Anticipation,credit,1,1155535.9,9766,1147
2025-01-03,PF,pos,normal,D0/Nitro,credit,1,22219.27,313,143
2025-01-03,PJ,tap,domination,D1Anticipation,debit,1,4766.65,12,9
2025-01-03,PJ,bank_slip,aggressive,Bank Slip,uninformed,1,15672.65,19,15
2025-01-03,PF,pix,aggressive,Pix,uninformed,1,580,2,2
2025-01-03,PF,tap,intermediary,D1Anticipation,credit,1,12497.6,8,5
2025-01-03,PJ,pos,normal,D1Anticipation,debit,1,11240585.89,271639,65028
2025-01-03,PJ,tap,intermediary,D1Anticipation,debit,1,16937.2,94,48
2025-01-03,PF,pos,normal,D0/Nitro,debit,1,31843.73,933,212
2025-01-03,PJ,pos,intermediary,D1Anticipation,debit,1,2431271.86,43001,3453
2025-01-03,PJ,bank_slip,intermediary,Bank Slip,uninformed,1,6451.68,4,4
2025-01-03,PF,link,aggressive,D1Anticipation,credit,1,10303.46,2,2
2025-01-03,PJ,link,aggressive,D1Anticipation,credit,1,161431.25,268,224
